date,serial_number,model,capacity_bytes,failure,smart_5_raw,smart_9_raw,smart_187_raw,smart_188_raw,smart_194_raw,smart_197_raw,smart_198_raw,days_to_failure
2024-01-18,DRIVE_0013,ST8000NM0055,12000000000000.0,0,3,7016,0,0,29,0,2,-1
2024-01-19,DRIVE_0013,ST8000NM0055,12000000000000.0,0,3,8938,0,1,38,0,2,-1
2024-01-20,DRIVE_0013,ST8000NM0055,12000000000000.0,0,2,3892,1,1,25,0,1,-1
2024-01-21,DRIVE_0013,ST8000NM0055,12000000000000.0,0,1,16566,0,1,39,2,0,-1
2024-01-22,DRIVE_0013,ST8000NM0055,12000000000000.0,0,0,27329,1,0,27,0,2,-1
2024-01-23,DRIVE_0013,ST8000NM0055,12000000000000.0,0,3,19825,0,0,35,2,0,-1
2024-01-24,DRIVE_0013,ST8000NM0055,12000000000000.0,0,1,11417,1,0,31,0,1,-1
2024-01-25,DRIVE_0013,ST8000NM0055,12000000000000.0,0,2,12801,0,0,25,2,0,-1
2024-01-26,DRIVE_0013,ST8000NM0055,12000000000000.0,0,4,23398,1,0,31,1,0,-1
2024-01-27,DRIVE_0013,ST8000NM0055,12000000000000.0,0,3,20456,1,1,36,0,0,-1
2024-01-28,DRIVE_0013,ST8000NM0055,12000000000000.0,0,2,21918,1,1,33,1,0,-1
2024-01-29,DRIVE_0013,ST8000NM0055,12000000000000.0,0,1,12797,0,0,32,0,2,-1
2024-01-30,DRIVE_0013,ST8000NM0055,12000000000000.0,0,2,6795,0,1,28,0,0,-1
2024-02-01,DRIVE_0013,ST8000NM0055,12000000000000.0,0,3,18871,1,0,33,1,1,-1
2024-02-02,DRIVE_0013,ST8000NM0055,12000000000000.0,0,1,2582,1,1,31,0,2,-1
2024-02-03,DRIVE_0013,ST8000NM0055,12000000000000.0,0,4,24887,1,1,36,0,0,-1
2024-02-04,DRIVE_0013,ST8000NM0055,12000000000000.0,0,2,17484,0,0,26,1,0,-1
2024-02-05,DRIVE_0013,ST8000NM0055,12000000000000.0,0,3,25416,1,1,27,1,2,-1
2024-02-06,DRIVE_0013,ST8000NM0055,12000000000000.0,0,1,11195,0,1,26,2,2,-1
2024-02-07,DRIVE_0013,ST8000NM0055,12000000000000.0,0,2,29241,0,0,28,2,0,-1
2024-02-08,DRIVE_0013,ST8000NM0055,12000000000000.0,0,3,6131,0,0,27,1,2,-1
2024-02-09,DRIVE_0013,ST8000NM0055,12000000000000.0,0,4,28818,0,1,25,1,1,-1
2024-02-10,DRIVE_0013,ST8000NM0055,12000000000000.0,0,4,5067,0,1,28,0,0,-1
2024-02-11,DRIVE_0013,ST8000NM0055,12000000000000.0,0,1,8281,0,1,38,0,0,-1
2024-02-12,DRIVE_0013,ST8000NM0055,12000000000000.0,0,0,15670,0,1,37,1,0,-1
2024-02-13,DRIVE_0013,ST8000NM0055,12000000000000.0,0,3,24723,1,1,31,0,0,-1
2024-02-14,DRIVE_0013,ST8000NM0055,12000000000000.0,0,2,21541,1,0,34,2,1,-1
2024-02-15,DRIVE_0013,ST8000NM0055,12000000000000.0,0,4,27131,1,1,34,1,2,-1
2024-02-16,DRIVE_0013,ST8000NM0055,12000000000000.0,0,0,12725,0,1,25,0,2,-1
2024-02-17,DRIVE_0013,ST8000NM0055,12000000000000.0,0,3,16733,1,0,29,1,0,-1
2024-02-18,DRIVE_0013,ST8000NM0055,12000000000000.0,0,4,22058,0,1,38,0,1,-1
2024-02-19,DRIVE_0013,ST8000NM0055,12000000000000.0,0,1,20128,1,0,37,2,1,-1
2024-02-20,DRIVE_0013,ST8000NM0055,12000000000000.0,0,0,22059,1,1,33,1,2,-1
2024-02-21,DRIVE_0013,ST8000NM0055,12000000000000.0,0,2,17854,0,0,33,2,2,-1
2024-02-22,DRIVE_0013,ST8000NM0055,12000000000000.0,0,1,17363,0,1,39,0,2,-1
2024-02-23,DRIVE_0013,ST8000NM0055,12000000000000.0,0,1,14892,1,1,34,0,1,-1
2024-02-24,DRIVE_0013,ST8000NM0055,12000000000000.0,0,1,11200,1,1,26,2,2,-1
2024-02-25,DRIVE_0013,ST8000NM0055,12000000000000.0,0,4,1885,1,0,31,2,1,-1
2024-02-26,DRIVE_0013,ST8000NM0055,12000000000000.0,0,2,7269,0,0,32,1,0,-1
2024-02-27,DRIVE_0013,ST8000NM0055,12000000000000.0,0,4,28433,1,0,36,1,0,-1
2024-02-28,DRIVE_0013,ST8000NM0055,12000000000000.0,0,0,8129,1,1,26,2,2,-1
2024-02-29,DRIVE_0013,ST8000NM0055,12000000000000.0,0,4,29340,1,1,35,1,1,-1
2024-02-30,DRIVE_0013,ST8000NM0055,12000000000000.0,0,1,10479,0,0,26,0,1,-1
2024-03-01,DRIVE_0013,ST8000NM0055,12000000000000.0,0,0,10490,0,0,29,2,0,-1
2024-03-02,DRIVE_0013,ST8000NM0055,12000000000000.0,0,2,9159,0,1,34,2,2,-1
2024-03-03,DRIVE_0013,ST8000NM0055,12000000000000.0,0,2,11652,1,0,31,1,1,-1
2024-03-04,DRIVE_0013,ST8000NM0055,12000000000000.0,0,3,15290,0,0,25,2,0,-1
2024-03-05,DRIVE_0013,ST8000NM0055,12000000000000.0,0,1,7875,1,1,29,0,1,-1
2024-03-06,DRIVE_0013,ST8000NM0055,12000000000000.0,0,4,4022,0,1,37,0,1,-1
2024-03-07,DRIVE_0013,ST8000NM0055,12000000000000.0,0,3,2770,0,0,26,2,0,-1
2024-03-08,DRIVE_0013,ST8000NM0055,12000000000000.0,0,1,7694,0,1,25,1,0,-1
2024-03-09,DRIVE_0013,ST8000NM0055,12000000000000.0,0,1,29545,1,0,25,0,1,-1
2024-03-10,DRIVE_0013,ST8000NM0055,12000000000000.0,0,1,6544,1,1,32,1,2,-1
2024-03-11,DRIVE_0013,ST8000NM0055,12000000000000.0,0,3,20641,1,0,30,2,1,-1
2024-03-12,DRIVE_0013,ST8000NM0055,12000000000000.0,0,1,10493,0,1,27,2,1,-1
2024-03-13,DRIVE_0013,ST8000NM0055,12000000000000.0,0,1,26993,0,0,29,0,0,-1
2024-03-14,DRIVE_0013,ST8000NM0055,12000000000000.0,0,2,14068,0,0,26,1,0,-1
2024-03-15,DRIVE_0013,ST8000NM0055,12000000000000.0,0,2,19562,1,1,39,2,1,-1
2024-03-16,DRIVE_0013,ST8000NM0055,12000000000000.0,0,1,16791,1,0,25,1,2,-1
2024-03-17,DRIVE_0013,ST8000NM0055,12000000000000.0,0,2,14683,0,1,36,2,0,-1
2024-03-18,DRIVE_0013,ST8000NM0055,12000000000000.0,0,4,14763,0,0,29,0,1,-1
2024-03-19,DRIVE_0013,ST8000NM0055,12000000000000.0,0,0,24249,0,1,36,2,0,-1
2024-03-20,DRIVE_0013,ST8000NM0055,12000000000000.0,0,4,16383,0,1,27,0,0,-1
2024-03-21,DRIVE_0013,ST8000NM0055,12000000000000.0,0,3,1028,0,0,27,1,1,-1
2024-03-22,DRIVE_0013,ST8000NM0055,12000000000000.0,0,3,6839,0,1,34,0,2,-1
2024-03-23,DRIVE_0013,ST8000NM0055,12000000000000.0,0,0,21119,1,1,31,2,1,-1
2024-03-24,DRIVE_0013,ST8000NM0055,12000000000000.0,0,1,27140,1,0,27,2,1,-1
2024-03-25,DRIVE_0013,ST8000NM0055,12000000000000.0,0,1,2460,1,1,27,0,0,-1
2024-03-26,DRIVE_0013,ST8000NM0055,12000000000000.0,0,1,18812,1,0,35,1,2,-1
2024-03-27,DRIVE_0013,ST8000NM0055,12000000000000.0,0,1,2040,0,1,39,2,0,-1
2024-03-28,DRIVE_0013,ST8000NM0055,12000000000000.0,0,2,23219,1,1,26,2,2,-1
2024-03-29,DRIVE_0013,ST8000NM0055,12000000000000.0,0,4,9802,0,0,35,2,0,-1
2024-03-30,DRIVE_0013,ST8000NM0055,12000000000000.0,0,0,23950,1,1,38,2,0,-1
2024-04-01,DRIVE_0013,ST8000NM0055,12000000000000.0,0,4,14654,0,1,33,2,2,-1
2024-04-02,DRIVE_0013,ST8000NM0055,12000000000000.0,0,1,24553,1,0,31,2,2,-1
2024-04-03,DRIVE_0013,ST8000NM0055,12000000000000.0,0,4,1340,0,1,37,0,0,-1
2024-04-04,DRIVE_0013,ST8000NM0055,12000000000000.0,0,3,10752,0,0,26,1,1,-1
2024-04-05,DRIVE_0013,ST8000NM0055,12000000000000.0,0,0,25568,1,1,27,1,0,-1
2024-04-06,DRIVE_0013,ST8000NM0055,12000000000000.0,0,0,13171,0,0,33,0,0,-1
2024-04-07,DRIVE_0013,ST8000NM0055,12000000000000.0,0,0,3017,0,0,30,1,0,-1
2024-04-08,DRIVE_0013,ST8000NM0055,12000000000000.0,0,4,17251,0,0,29,1,2,-1
2024-04-09,DRIVE_0013,ST8000NM0055,12000000000000.0,0,3,7343,0,0,32,1,0,-1
2024-04-10,DRIVE_0013,ST8000NM0055,12000000000000.0,0,1,25428,1,1,34,1,0,-1
2024-01-01,DRIVE_0014,ST8000NM0055,8000000000000.0,0,3,11929,0,1,37,1,2,-1
2024-01-02,DRIVE_0014,ST8000NM0055,8000000000000.0,0,3,9995,0,1,25,1,2,-1
2024-01-03,DRIVE_0014,ST8000NM0055,8000000000000.0,0,4,24831,1,1,26,0,1,-1
2024-01-04,DRIVE_0014,ST8000NM0055,8000000000000.0,0,0,21539,1,0,31,1,0,-1
2024-01-05,DRIVE_0014,ST8000NM0055,8000000000000.0,0,2,12926,1,1,29,1,0,-1
2024-01-06,DRIVE_0014,ST8000NM0055,8000000000000.0,0,0,16638,0,0,33,0,0,-1
2024-01-07,DRIVE_0014,ST8000NM0055,8000000000000.0,0,2,12027,0,1,38,1,0,-1
2024-01-08,DRIVE_0014,ST8000NM0055,8000000000000.0,0,2,8830,0,0,38,0,1,-1
2024-01-09,DRIVE_0014,ST8000NM0055,8000000000000.0,0,0,10120,0,1,37,1,0,-1
2024-01-10,DRIVE_0014,ST8000NM0055,8000000000000.0,0,0,25183,0,0,29,1,2,-1
2024-01-11,DRIVE_0014,ST8000NM0055,8000000000000.0,0,1,21823,1,0,29,1,1,-1
2024-01-12,DRIVE_0014,ST8000NM0055,8000000000000.0,0,2,10980,0,1,38,1,0,-1
2024-01-13,DRIVE_0014,ST8000NM0055,8000000000000.0,0,0,11255,1,0,32,2,1,-1
2024-01-14,DRIVE_0014,ST8000NM0055,8000000000000.0,0,3,9106,0,0,28,0,1,-1
2024-01-15,DRIVE_0014,ST8000NM0055,8000000000000.0,0,0,28027,1,0,33,1,2,-1
2024-01-16,DRIVE_0014,ST8000NM0055,8000000000000.0,0,1,16269,0,1,27,0,0,-1
2024-01-17,DRIVE_0014,ST8000NM0055,8000000000000.0,0,3,5864,1,0,29,0,2,-1
2024-01-18,DRIVE_0014,ST8000NM0055,8000000000000.0,0,4,16385,1,0,33,2,0,-1
2024-01-19,DRIVE_0014,ST8000NM0055,8000000000000.0,0,1,20065,1,0,39,1,2,-1
2024-01-20,DRIVE_0014,ST8000NM0055,8000000000000.0,0,2,17269,0,0,32,1,0,-1
2024-01-21,DRIVE_0014,ST8000NM0055,8000000000000.0,0,3,15837,1,1,35,0,2,-1
2024-01-22,DRIVE_0014,ST8000NM0055,8000000000000.0,0,0,23417,0,1,29,1,1,-1
2024-01-23,DRIVE_0014,ST8000NM0055,8000000000000.0,0,1,6993,0,1,30,2,1,-1
2024-01-24,DRIVE_0014,ST8000NM0055,8000000000000.0,0,2,11174,1,0,35,2,2,-1
2024-01-25,DRIVE_0014,ST8000NM0055,8000000000000.0,0,0,23930,1,0,36,1,2,-1
2024-01-26,DRIVE_0014,ST8000NM0055,8000000000000.0,0,2,19033,0,0,35,2,0,-1
2024-01-27,DRIVE_0014,ST8000NM0055,8000000000000.0,0,1,16153,1,1,30,2,1,-1
2024-01-28,DRIVE_0014,ST8000NM0055,8000000000000.0,0,2,9314,1,0,32,2,1,-1
2024-01-29,DRIVE_0014,ST8000NM0055,8000000000000.0,0,4,16357,0,0,26,1,2,-1
2024-01-30,DRIVE_0014,ST8000NM0055,8000000000000.0,0,1,27302,0,0,36,2,2,-1
2024-02-01,DRIVE_0014,ST8000NM0055,8000000000000.0,0,3,24479,0,0,36,2,1,-1
2024-02-02,DRIVE_0014,ST8000NM0055,8000000000000.0,0,2,12434,0,0,39,0,1,-1
2024-02-03,DRIVE_0014,ST8000NM0055,8000000000000.0,0,2,18558,1,1,37,0,1,-1
2024-02-04,DRIVE_0014,ST8000NM0055,8000000000000.0,0,4,21850,1,1,27,1,0,-1
2024-02-05,DRIVE_0014,ST8000NM0055,8000000000000.0,0,4,24495,0,1,27,1,0,-1
2024-02-06,DRIVE_0014,ST8000NM0055,8000000000000.0,0,0,27849,1,0,30,2,2,-1
2024-02-07,DRIVE_0014,ST8000NM0055,8000000000000.0,0,2,1769,1,1,39,0,1,-1
2024-02-08,DRIVE_0014,ST8000NM0055,8000000000000.0,0,4,6275,0,1,38,2,1,-1
2024-02-09,DRIVE_0014,ST8000NM0055,8000000000000.0,0,3,15706,1,0,32,1,1,-1
2024-02-10,DRIVE_0014,ST8000NM0055,8000000000000.0,0,2,2313,1,1,32,0,1,-1
2024-02-11,DRIVE_0014,ST8000NM0055,8000000000000.0,0,2,1555,1,1,36,0,1,-1
2024-02-12,DRIVE_0014,ST8000NM0055,8000000000000.0,0,0,11196,0,1,26,2,2,-1
2024-02-13,DRIVE_0014,ST8000NM0055,8000000000000.0,0,2,21251,1,1,35,2,0,-1
2024-02-14,DRIVE_0014,ST8000NM0055,8000000000000.0,0,1,20692,1,1,29,1,1,-1
2024-02-15,DRIVE_0014,ST8000NM0055,8000000000000.0,0,3,6424,0,1,26,0,0,-1
2024-02-16,DRIVE_0014,ST8000NM0055,8000000000000.0,0,1,28262,0,0,32,1,2,-1
2024-02-17,DRIVE_0014,ST8000NM0055,8000000000000.0,0,3,10677,0,1,29,2,2,-1
2024-02-18,DRIVE_0014,ST8000NM0055,8000000000000.0,0,1,18771,1,1,33,1,1,-1
2024-02-19,DRIVE_0014,ST8000NM0055,8000000000000.0,0,3,14289,0,0,34,2,2,-1
2024-02-20,DRIVE_0014,ST8000NM0055,8000000000000.0,0,3,28398,0,1,31,2,2,-1
2024-02-21,DRIVE_0014,ST8000NM0055,8000000000000.0,0,4,5498,0,1,34,1,1,-1
2024-02-22,DRIVE_0014,ST8000NM0055,8000000000000.0,0,0,5911,1,0,37,1,0,-1
2024-02-23,DRIVE_0014,ST8000NM0055,8000000000000.0,0,1,16762,0,1,31,1,0,-1
2024-02-24,DRIVE_0014,ST8000NM0055,8000000000000.0,0,2,24698,1,1,39,2,2,-1
2024-02-25,DRIVE_0014,ST8000NM0055,8000000000000.0,0,3,6024,0,0,34,2,1,-1
2024-02-26,DRIVE_0014,ST8000NM0055,8000000000000.0,0,2,25680,1,1,26,2,0,-1
2024-02-27,DRIVE_0014,ST8000NM0055,8000000000000.0,0,2,12882,1,1,35,1,1,-1
2024-02-28,DRIVE_0014,ST8000NM0055,8000000000000.0,0,3,22192,0,0,39,1,1,-1
2024-02-29,DRIVE_0014,ST8000NM0055,8000000000000.0,0,1,17619,0,0,31,1,1,-1
2024-02-30,DRIVE_0014,ST8000NM0055,8000000000000.0,0,4,24557,1,1,36,0,2,-1
2024-03-01,DRIVE_0014,ST8000NM0055,8000000000000.0,0,4,24027,0,1,25,2,0,-1
2024-03-02,DRIVE_0014,ST8000NM0055,8000000000000.0,0,4,25161,0,1,33,0,1,-1
2024-03-03,DRIVE_0014,ST8000NM0055,8000000000000.0,0,2,14621,1,0,28,2,0,-1
2024-03-04,DRIVE_0014,ST8000NM0055,8000000000000.0,0,1,3989,0,0,32,1,2,-1
2024-03-05,DRIVE_0014,ST8000NM0055,8000000000000.0,0,1,29906,1,1,27,2,2,-1
2024-03-06,DRIVE_0014,ST8000NM0055,8000000000000.0,0,0,2242,1,1,36,1,0,-1
2024-03-07,DRIVE_0014,ST8000NM0055,8000000000000.0,0,1,4232,1,0,39,2,0,-1
2024-03-08,DRIVE_0014,ST8000NM0055,8000000000000.0,0,3,2824,1,1,36,0,0,-1
2024-03-09,DRIVE_0014,ST8000NM0055,8000000000000.0,0,0,22700,0,0,34,0,1,-1
2024-03-10,DRIVE_0014,ST8000NM0055,8000000000000.0,0,2,23766,0,0,38,0,0,-1
2024-03-11,DRIVE_0014,ST8000NM0055,8000000000000.0,0,1,22386,0,0,36,0,2,-1
2024-03-12,DRIVE_0014,ST8000NM0055,8000000000000.0,0,1,14322,0,0,38,0,0,-1
2024-03-13,DRIVE_0014,ST8000NM0055,8000000000000.0,0,3,18207,0,0,32,1,1,-1
2024-03-14,DRIVE_0014,ST8000NM0055,8000000000000.0,0,0,1779,1,1,32,0,1,-1
2024-03-15,DRIVE_0014,ST8000NM0055,8000000000000.0,0,2,4306,0,1,31,2,1,-1
2024-03-16,DRIVE_0014,ST8000NM0055,8000000000000.0,0,3,2500,1,1,35,2,1,-1
2024-03-17,DRIVE_0014,ST8000NM0055,8000000000000.0,0,0,9587,1,0,31,2,2,-1
2024-03-18,DRIVE_0014,ST8000NM0055,8000000000000.0,0,2,21719,0,0,34,1,1,-1
2024-03-19,DRIVE_0014,ST8000NM0055,8000000000000.0,0,0,13726,0,1,31,0,0,-1
2024-03-20,DRIVE_0014,ST8000NM0055,8000000000000.0,0,3,7284,0,1,39,0,1,-1
2024-03-21,DRIVE_0014,ST8000NM0055,8000000000000.0,0,4,9414,1,1,32,2,2,-1
2024-03-22,DRIVE_0014,ST8000NM0055,8000000000000.0,0,0,14334,1,1,32,0,0,-1
2024-03-23,DRIVE_0014,ST8000NM0055,8000000000000.0,0,2,11860,0,0,39,2,0,-1
2024-03-24,DRIVE_0014,ST8000NM0055,8000000000000.0,0,4,10604,1,1,37,2,1,-1
2024-03-25,DRIVE_0014,ST8000NM0055,8000000000000.0,0,3,21454,0,0,31,2,2,-1
2024-03-26,DRIVE_0014,ST8000NM0055,8000000000000.0,0,2,4190,1,0,26,2,0,-1
2024-03-27,DRIVE_0014,ST8000NM0055,8000000000000.0,0,0,19768,1,0,34,0,1,-1
2024-03-28,DRIVE_0014,ST8000NM0055,8000000000000.0,0,3,7895,1,1,32,1,2,-1
2024-03-29,DRIVE_0014,ST8000NM0055,8000000000000.0,0,3,25829,1,0,37,0,2,-1
2024-03-30,DRIVE_0014,ST8000NM0055,8000000000000.0,0,1,19807,1,1,32,0,2,-1
2024-04-01,DRIVE_0014,ST8000NM0055,8000000000000.0,0,4,21267,0,0,36,1,2,-1
2024-04-02,DRIVE_0014,ST8000NM0055,8000000000000.0,0,3,11150,0,0,34,2,0,-1
2024-04-03,DRIVE_0014,ST8000NM0055,8000000000000.0,0,3,18358,1,0,30,2,1,-1
2024-04-04,DRIVE_0014,ST8000NM0055,8000000000000.0,0,1,27853,1,0,32,2,1,-1
2024-04-05,DRIVE_0014,ST8000NM0055,8000000000000.0,0,0,20187,1,0,30,1,0,-1
2024-04-06,DRIVE_0014,ST8000NM0055,8000000000000.0,0,2,9795,1,1,30,0,0,-1
2024-04-07,DRIVE_0014,ST8000NM0055,8000000000000.0,0,2,4385,1,0,35,2,0,-1
2024-04-08,DRIVE_0014,ST8000NM0055,8000000000000.0,0,4,12455,1,1,32,1,1,-1
2024-04-09,DRIVE_0014,ST8000NM0055,8000000000000.0,0,2,26892,1,0,26,1,2,-1
2024-04-10,DRIVE_0014,ST8000NM0055,8000000000000.0,0,1,10850,0,1,30,0,2,-1
2024-01-01,DRIVE_0015,ST8000NM0055,12000000000000.0,0,1,29205,0,1,32,1,2,-1
2024-01-02,DRIVE_0015,ST8000NM0055,12000000000000.0,0,0,24763,0,0,26,2,1,-1
2024-01-03,DRIVE_0015,ST8000NM0055,12000000000000.0,0,0,10018,1,1,34,1,0,-1
2024-01-04,DRIVE_0015,ST8000NM0055,12000000000000.0,0,2,20563,1,1,35,1,0,-1
2024-01-05,DRIVE_0015,ST8000NM0055,12000000000000.0,0,2,27582,1,0,34,0,2,-1
2024-01-06,DRIVE_0015,ST8000NM0055,12000000000000.0,0,2,18070,1,1,26,2,0,-1
2024-01-07,DRIVE_0015,ST8000NM0055,12000000000000.0,0,3,5647,0,0,27,1,0,-1
2024-01-08,DRIVE_0015,ST8000NM0055,12000000000000.0,0,2,11542,1,0,30,2,2,-1
2024-01-09,DRIVE_0015,ST8000NM0055,12000000000000.0,0,1,10727,1,1,25,2,2,-1
2024-01-10,DRIVE_0015,ST8000NM0055,12000000000000.0,0,0,18261,1,0,31,1,2,-1
2024-01-11,DRIVE_0015,ST8000NM0055,12000000000000.0,0,0,10843,0,1,32,0,0,-1
2024-01-12,DRIVE_0015,ST8000NM0055,12000000000000.0,0,0,28228,0,0,38,1,0,-1
2024-01-13,DRIVE_0015,ST8000NM0055,12000000000000.0,0,0,16371,0,1,27,2,0,-1
2024-01-14,DRIVE_0015,ST8000NM0055,12000000000000.0,0,3,2558,1,1,27,0,0,-1
2024-01-15,DRIVE_0015,ST8000NM0055,12000000000000.0,0,1,10670,0,0,35,0,1,-1
2024-01-16,DRIVE_0015,ST8000NM0055,12000000000000.0,0,4,23401,1,1,31,0,2,-1
2024-01-17,DRIVE_0015,ST8000NM0055,12000000000000.0,0,0,17412,0,1,26,2,2,-1
2024-01-18,DRIVE_0015,ST8000NM0055,12000000000000.0,0,4,12856,1,0,29,0,0,-1
2024-01-19,DRIVE_0015,ST8000NM0055,12000000000000.0,0,3,25455,1,0,37,2,1,-1
2024-01-20,DRIVE_0015,ST8000NM0055,12000000000000.0,0,4,13229,1,0,37,1,2,-1
2024-01-21,DRIVE_0015,ST8000NM0055,12000000000000.0,0,1,17709,0,0,35,2,2,-1
2024-01-22,DRIVE_0015,ST8000NM0055,12000000000000.0,0,4,27947,0,0,34,1,2,-1
2024-01-23,DRIVE_0015,ST8000NM0055,12000000000000.0,0,0,28078,0,0,33,0,1,-1
2024-01-24,DRIVE_0015,ST8000NM0055,12000000000000.0,0,0,21229,0,0,26,0,2,-1
2024-01-25,DRIVE_0015,ST8000NM0055,12000000000000.0,0,1,14644,1,0,29,0,0,-1
2024-01-26,DRIVE_0015,ST8000NM0055,12000000000000.0,0,3,9168,0,1,38,2,1,-1
2024-01-27,DRIVE_0015,ST8000NM0055,12000000000000.0,0,2,3979,0,0,29,1,0,-1
2024-01-28,DRIVE_0015,ST8000NM0055,12000000000000.0,0,1,24704,0,0,26,1,0,-1
2024-01-29,DRIVE_0015,ST8000NM0055,12000000000000.0,0,4,18100,1,1,30,1,0,-1
2024-01-30,DRIVE_0015,ST8000NM0055,12000000000000.0,0,4,25230,0,0,28,1,2,-1
2024-02-01,DRIVE_0015,ST8000NM0055,12000000000000.0,0,0,2069,1,1,38,0,0,-1
2024-02-02,DRIVE_0015,ST8000NM0055,12000000000000.0,0,3,11514,0,1,25,2,0,-1
2024-02-03,DRIVE_0015,ST8000NM0055,12000000000000.0,0,1,6781,0,1,38,1,1,-1
2024-02-04,DRIVE_0015,ST8000NM0055,12000000000000.0,0,0,9780,0,0,35,0,0,-1
2024-02-05,DRIVE_0015,ST8000NM0055,12000000000000.0,0,0,28966,1,1,25,2,2,-1
2024-02-06,DRIVE_0015,ST8000NM0055,12000000000000.0,0,2,3986,1,0,25,1,0,-1
2024-02-07,DRIVE_0015,ST8000NM0055,12000000000000.0,0,0,4768,0,0,33,2,2,-1
2024-02-08,DRIVE_0015,ST8000NM0055,12000000000000.0,0,1,15691,1,1,32,2,1,-1
2024-02-09,DRIVE_0015,ST8000NM0055,12000000000000.0,0,3,18593,0,0,33,2,2,-1
2024-02-10,DRIVE_0015,ST8000NM0055,12000000000000.0,0,4,26009,0,1,30,0,1,-1
2024-02-11,DRIVE_0015,ST8000NM0055,12000000000000.0,0,0,24385,1,0,32,0,2,-1
2024-02-12,DRIVE_0015,ST8000NM0055,12000000000000.0,0,2,22445,1,1,30,1,0,-1
2024-02-13,DRIVE_0015,ST8000NM0055,12000000000000.0,0,2,3763,1,0,30,1,1,-1
2024-02-14,DRIVE_0015,ST8000NM0055,12000000000000.0,0,2,6574,1,1,35,1,2,-1
2024-02-15,DRIVE_0015,ST8000NM0055,12000000000000.0,0,3,28793,1,0,33,0,0,-1
2024-02-16,DRIVE_0015,ST8000NM0055,12000000000000.0,0,1,25374,1,1,37,0,2,-1
2024-02-17,DRIVE_0015,ST8000NM0055,12000000000000.0,0,0,17654,1,1,27,1,1,-1
2024-02-18,DRIVE_0015,ST8000NM0055,12000000000000.0,0,2,6322,0,1,39,2,2,-1
2024-02-19,DRIVE_0015,ST8000NM0055,12000000000000.0,0,4,25366,1,1,33,1,1,-1
2024-02-20,DRIVE_0015,ST8000NM0055,12000000000000.0,0,1,13881,1,0,28,2,1,-1
2024-02-21,DRIVE_0015,ST8000NM0055,12000000000000.0,0,0,8833,1,1,31,1,2,-1
2024-02-22,DRIVE_0015,ST8000NM0055,12000000000000.0,0,1,22248,0,0,27,0,1,-1
2024-02-23,DRIVE_0015,ST8000NM0055,12000000000000.0,0,1,3196,0,1,32,0,2,-1
2024-02-24,DRIVE_0015,ST8000NM0055,12000000000000.0,0,3,27240,0,1,38,1,1,-1
2024-02-25,DRIVE_0015,ST8000NM0055,12000000000000.0,0,0,25599,1,1,36,0,2,-1
2024-02-26,DRIVE_0015,ST8000NM0055,12000000000000.0,0,4,25089,1,1,26,0,1,-1
2024-02-27,DRIVE_0015,ST8000NM0055,12000000000000.0,0,0,19218,0,0,37,2,2,-1
2024-02-28,DRIVE_0015,ST8000NM0055,12000000000000.0,0,4,11139,0,1,37,1,2,-1
2024-02-29,DRIVE_0015,ST8000NM0055,12000000000000.0,0,2,23505,0,1,38,1,2,-1
2024-02-30,DRIVE_0015,ST8000NM0055,12000000000000.0,0,3,2439,0,1,34,1,1,-1
2024-03-01,DRIVE_0015,ST8000NM0055,12000000000000.0,0,2,1105,0,1,26,0,1,-1
2024-03-02,DRIVE_0015,ST8000NM0055,12000000000000.0,0,0,17691,1,1,35,2,2,-1
2024-03-03,DRIVE_0015,ST8000NM0055,12000000000000.0,0,0,24112,1,1,28,1,0,-1
2024-03-04,DRIVE_0015,ST8000NM0055,12000000000000.0,0,4,1104,0,1,30,0,0,-1
2024-03-05,DRIVE_0015,ST8000NM0055,12000000000000.0,0,1,9837,1,1,27,2,2,-1
2024-03-06,DRIVE_0015,ST8000NM0055,12000000000000.0,0,4,1486,1,0,27,2,0,-1
2024-03-07,DRIVE_0015,ST8000NM0055,12000000000000.0,0,4,11813,0,0,32,1,1,-1
2024-03-08,DRIVE_0015,ST8000NM0055,12000000000000.0,0,4,17622,0,0,28,1,1,-1
2024-03-09,DRIVE_0015,ST8000NM0055,12000000000000.0,0,3,10719,1,0,28,0,1,-1
2024-03-10,DRIVE_0015,ST8000NM0055,12000000000000.0,0,4,2425,1,0,37,0,0,-1
2024-03-11,DRIVE_0015,ST8000NM0055,12000000000000.0,0,2,2490,1,1,33,0,1,-1
2024-03-12,DRIVE_0015,ST8000NM0055,12000000000000.0,0,3,18216,0,0,34,2,0,-1
2024-03-13,DRIVE_0015,ST8000NM0055,12000000000000.0,0,4,15306,0,1,33,2,2,-1
2024-03-14,DRIVE_0015,ST8000NM0055,12000000000000.0,0,4,28862,0,1,31,1,0,-1
2024-03-15,DRIVE_0015,ST8000NM0055,12000000000000.0,0,3,17246,0,0,26,0,1,-1
2024-03-16,DRIVE_0015,ST8000NM0055,12000000000000.0,0,0,23322,1,0,36,0,0,-1
2024-03-17,DRIVE_0015,ST8000NM0055,12000000000000.0,0,4,12612,0,1,34,0,1,-1
2024-03-18,DRIVE_0015,ST8000NM0055,12000000000000.0,0,3,10763,1,0,29,2,1,-1
2024-03-19,DRIVE_0015,ST8000NM0055,12000000000000.0,0,3,15439,1,1,30,1,2,-1
